name	type	label	passes	num_identical	note	strain_name	label_w_strain_name
636559672	ncbi	Streptococcus_mitis			NR_115732.1	strain ATCC 49456 16S ribosomal RNA, partial sequence	gi_636559673_Streptococcus_mutans
636559671	ncbi	Streptococcus_iniae			NR_115731.1	strain ATCC 29178 16S ribosomal RNA, partial sequence	gi_636559672_Streptococcus_mitis
636559670	ncbi	Streptococcus_didelphis			NR_115730.1	strain ATCC 700828 16S ribosomal RNA, partial sequence	gi_636559671_Streptococcus_iniae
636559669	ncbi	Streptococcus_canis			NR_115729.1	strain ATCC 43496 16S ribosomal RNA, partial sequence	gi_636559670_Streptococcus_didelphis
636559668	ncbi	Streptococcus_agalactiae			NR_115728.1	ATCC 13813 16S ribosomal RNA, partial sequence	gi_636559669_Streptococcus_canis
636559659	ncbi	Streptococcus_lutetiensis			NR_115719.1	strain CIP 106849 16S ribosomal RNA, partial sequence	gi_636559668_Streptococcus_agalactiae
636559501	ncbi	Streptococcus_gordonii			NR_115561.1	strain NCTC7865 16S ribosomal RNA, partial sequence	gi_636559659_Streptococcus_lutetiensis
636559500	ncbi	Streptococcus_mitis			NR_115560.1	strain NCTC12261 16S ribosomal RNA, partial sequence	gi_636559501_Streptococcus_gordonii
636559219	ncbi	Streptococcus_ferus			NR_115276.1	strain ATCC 33477 16S ribosomal RNA, partial sequence	gi_636559500_Streptococcus_mitis
636559218	ncbi	Streptococcus_dysgalactiae			NR_115275.1	strain ATCC 43078 16S ribosomal RNA, partial sequence	gi_636559219_Streptococcus_ferus
636559217	ncbi	Streptococcus_cristatus			NR_115274.1	ATCC 51100 16S ribosomal RNA, partial sequence	gi_636559218_Streptococcus_dysgalactiae
636559185	ncbi	Streptococcus_gordonii			NR_115242.1	strain ATCC 10558 16S ribosomal RNA, partial sequence	gi_636559217_Streptococcus_cristatus
636559184	ncbi	Streptococcus_parasanguinis			NR_115241.1	ATCC 15912 16S ribosomal RNA, partial sequence	gi_636559185_Streptococcus_gordonii
636559183	ncbi	Streptococcus_mitis			NR_115240.1	strain ATCC 49456 16S ribosomal RNA, partial sequence	gi_636559184_Streptococcus_parasanguinis
636559182	ncbi	Streptococcus_pneumoniae			NR_115239.1	strain ATCC 33400 16S ribosomal RNA, partial sequence	gi_636559183_Streptococcus_mitis
636559090	ncbi	Streptococcus_dysgalactiae			NR_115147.1	strain ATCC 43078 16S ribosomal RNA, partial sequence	gi_636559182_Streptococcus_pneumoniae
636558797	ncbi	Streptococcus_downei			NR_114854.1	MFe28 16S ribosomal RNA, partial sequence	gi_636559090_Streptococcus_dysgalactiae
636558796	ncbi	Streptococcus_macacae			NR_114853.1	strain NCTC 11558 16S ribosomal RNA, partial sequence	gi_636558797_Streptococcus_downei
636558670	ncbi	Streptococcus_sobrinus			NR_114727.1	strain NCTC 12279 16S ribosomal RNA, partial sequence	gi_636558796_Streptococcus_macacae
636558669	ncbi	Streptococcus_mutans			NR_114726.1	strain NCTC 10449 16S ribosomal RNA, partial sequence	gi_636558670_Streptococcus_sobrinus
636558585	ncbi	Streptococcus_equinus			NR_114642.1	strain NCDO 1037 16S ribosomal RNA, partial sequence	gi_636558669_Streptococcus_mutans
636558499	ncbi	Streptococcus_phocae			NR_114556.1	strain 8399 H1 16S ribosomal RNA, partial sequence	gi_636558585_Streptococcus_equinus
636558481	ncbi	Streptococcus_australis			NR_114537.1	ATCC 700641 strain AI1 16S ribosomal RNA, partial sequence	gi_636558499_Streptococcus_phocae
631253215	ncbi	Streptococcus_oralis			NR_114413.1	ATCC 35037 16S ribosomal RNA, partial sequence	gi_636558481_Streptococcus_australis
631252974	ncbi	Streptococcus_pneumoniae			NR_114172.1	strain NBRC 102642 16S ribosomal RNA, partial sequence	gi_631253215_Streptococcus_oralis
631252443	ncbi	Streptococcus_mutans			NR_113641.1	strain NBRC 13955 16S ribosomal RNA, partial sequence	gi_631252974_Streptococcus_pneumoniae
631252396	ncbi	Streptococcus_equinus			NR_113594.1	strain NBRC 12553 16S ribosomal RNA, partial sequence	gi_631252443_Streptococcus_mutans
631252064	ncbi	Streptococcus_agalactiae			NR_113262.1	ATCC 13813 strain JCM 5671 16S ribosomal RNA, partial sequence	gi_631252396_Streptococcus_equinus
631252062	ncbi	Streptococcus_sanguinis			NR_113260.1	strain JCM 5708 16S ribosomal RNA, partial sequence	gi_631252064_Streptococcus_agalactiae
631251508	ncbi	Streptococcus_anginosus			NR_112705.1	SK52 = DSM 20563 16S ribosomal RNA, partial sequence	gi_631252062_Streptococcus_sanguinis
631251507	ncbi	Streptococcus_constellatus			NR_112704.1	strain ATCC 27823 16S ribosomal RNA, partial sequence	gi_631251508_Streptococcus_anginosus
631250891	ncbi	Streptococcus_pyogenes			NR_112088.1	strain JCM 5674 16S ribosomal RNA, partial sequence	gi_631251507_Streptococcus_constellatus
631250830	ncbi	Streptococcus_infantis			NR_112026.1	ATCC 700779 strain GTC 849 16S ribosomal RNA, partial sequence	gi_631250891_Streptococcus_pyogenes
631250829	ncbi	Streptococcus_cristatus			NR_112025.1	ATCC 51100 strain NCTC 12479 16S ribosomal RNA, partial sequence	gi_631250830_Streptococcus_infantis
631250799	ncbi	Streptococcus_sanguinis			NR_111994.1	SK1 = NCTC 7863 16S ribosomal RNA, partial sequence	gi_631250829_Streptococcus_cristatus
566085621	ncbi	Streptococcus_rubneri			NR_109720.1	strain LMG 27207 16S ribosomal RNA, partial sequence	gi_631250799_Streptococcus_sanguinis
566085341	ncbi	Streptococcus_troglodytidis			NR_109371.1	strain M09-11185 16S ribosomal RNA, partial sequence	gi_566085621_Streptococcus_rubneri
566084941	ncbi	Streptococcus_rupicaprae			NR_108485.1	strain 2777-2-07 16S ribosomal RNA, partial sequence	gi_566085341_Streptococcus_troglodytidis
559795398	ncbi	Streptococcus_infantarius			NR_104991.1	strain HDP90056 16S ribosomal RNA, partial sequence	gi_566084941_Streptococcus_rupicaprae
559795379	ncbi	Streptococcus_acidominimus			NR_104972.1	strain LMG 17755 16S ribosomal RNA, partial sequence	gi_559795398_Streptococcus_infantarius
559795378	ncbi	Streptococcus_pluranimalium			NR_104971.1	strain T70 16S ribosomal RNA, partial sequence	gi_559795379_Streptococcus_acidominimus
343206320	ncbi	Streptococcus_hyovaginalis			NR_044912.1	strain SHV515 16S ribosomal RNA, partial sequence	gi_559795378_Streptococcus_pluranimalium
343203751	ncbi	Streptococcus_equi			NR_043703.1	strain ATCC 33398 16S ribosomal RNA, partial sequence	gi_343206320_Streptococcus_hyovaginalis
343203349	ncbi	Streptococcus_dysgalactiae			NR_043661.1	subsp. equisimilis strain CIP 105120 16S ribosomal RNA, partial sequence	gi_343203751_Streptococcus_equi
343203338	ncbi	Streptococcus_pasteurianus			NR_043660.1	strain CIP 107122 16S ribosomal RNA, partial sequence	gi_343203349_Streptococcus_dysgalactiae
343202620	ncbi	Streptococcus_parauberis			NR_043001.1	strain DSM 6631 16S ribosomal RNA, partial sequence	gi_343203338_Streptococcus_pasteurianus
343202571	ncbi	Streptococcus_infantis			NR_042928.1	ATCC 700779 16S ribosomal RNA, partial sequence	gi_343202620_Streptococcus_parauberis
343202570	ncbi	Streptococcus_oralis			NR_042927.1	ATCC 35037 16S ribosomal RNA, partial sequence	gi_343202571_Streptococcus_infantis
343202363	ncbi	Streptococcus_plurextorum			NR_042649.1	strain 1956-02 16S ribosomal RNA, partial sequence	gi_343202570_Streptococcus_oralis
343202267	ncbi	Streptococcus_merionis			NR_042553.1	strain WUE3771 16S ribosomal RNA, partial sequence	gi_343202363_Streptococcus_plurextorum
343201501	ncbi	Streptococcus_phocae			NR_042227.1	strain CCUG 35103 16S ribosomal RNA, partial sequence	gi_343202267_Streptococcus_merionis
343201489	ncbi	Streptococcus_castoreus			NR_042215.1	strain M605815/03/2 16S ribosomal RNA, partial sequence	gi_343201501_Streptococcus_phocae
343201393	ncbi	Streptococcus_criceti			NR_042119.1	strain ATCC 19642 16S ribosomal RNA, partial sequence	gi_343201489_Streptococcus_castoreus
343201325	ncbi	Streptococcus_lutetiensis			NR_042051.1	strain NEM 782 16S ribosomal RNA, partial sequence	gi_343201393_Streptococcus_criceti
343201094	ncbi	Streptococcus_alactolyticus			NR_041781.1	strain ATCC 43077 16S ribosomal RNA, partial sequence	gi_343201325_Streptococcus_lutetiensis
343201093	ncbi	Streptococcus_hyointestinalis			NR_041780.1	strain ATCC 49169 16S ribosomal RNA, partial sequence	gi_343201094_Streptococcus_alactolyticus
343201034	ncbi	Streptococcus_constellatus			NR_041721.1	strain ATCC 27823 16S ribosomal RNA, partial sequence	gi_343201093_Streptococcus_hyointestinalis
343200133	ncbi	Streptococcus_uberis			NR_040820.1	strain JCM 5709 16S ribosomal RNA, partial sequence	gi_343201034_Streptococcus_constellatus
343198522	ncbi	Streptococcus_thermophilus			NR_042778.1	strain ATCC 19258 16S ribosomal RNA, partial sequence	gi_343200133_Streptococcus_uberis
343198521	ncbi	Streptococcus_vestibularis			NR_042777.1	ATCC 49124 16S ribosomal RNA, partial sequence	gi_343198522_Streptococcus_thermophilus
343198520	ncbi	Streptococcus_salivarius			NR_042776.1	strain ATCC 7073 16S ribosomal RNA, partial sequence	gi_343198521_Streptococcus_vestibularis
343198519	ncbi	Streptococcus_macacae			NR_042775.1	NCTC 11558 strain ATCC 35911 16S ribosomal RNA, partial sequence	gi_343198520_Streptococcus_salivarius
343198518	ncbi	Streptococcus_downei			NR_042774.1	MFe28 16S ribosomal RNA, partial sequence	gi_343198519_Streptococcus_macacae
343198517	ncbi	Streptococcus_sobrinus			NR_042773.1	strain ATCC 33478 16S ribosomal RNA, partial sequence	gi_343198518_Streptococcus_downei
343198516	ncbi	Streptococcus_mutans			NR_042772.1	strain ATCC 25175 16S ribosomal RNA, partial sequence	gi_343198517_Streptococcus_sobrinus
343198515	ncbi	Streptococcus_cristatus			NR_042771.1	ATCC 51100 16S ribosomal RNA, partial sequence	gi_343198516_Streptococcus_mutans
310975138	ncbi	Streptococcus_macedonicus			NR_037002.1	strain LAB617 16S ribosomal RNA, partial sequence	gi_343198515_Streptococcus_cristatus
310975054	ncbi	Streptococcus_suis			NR_036918.1	strain S735 16S ribosomal RNA, partial sequence	gi_310975138_Streptococcus_macedonicus
310974981	ncbi	Streptococcus_ferus			NR_036845.1	strain 8S1 16S ribosomal RNA, partial sequence	gi_310975054_Streptococcus_suis
310974896	ncbi	Streptococcus_equi			NR_036758.1	subsp. zooepidemicus strain ATCC 43079 16S ribosomal RNA, partial sequence	gi_310974981_Streptococcus_ferus
265678747	ncbi	Streptococcus_cristatus			NR_029052.1	strain 2-4 16S ribosomal RNA, partial sequence	gi_310974896_Streptococcus_equi
265678720	ncbi	Streptococcus_halichoeri			NR_029025.1	strain M512/02/1 16S ribosomal RNA, partial sequence	gi_265678747_Streptococcus_cristatus
265678710	ncbi	Streptococcus_devriesei			NR_029015.1	strain CCUG 47155 16S ribosomal RNA, partial sequence	gi_265678720_Streptococcus_halichoeri
265678529	ncbi	Streptococcus_sinensis			NR_028833.1	strain HKU4 16S ribosomal RNA, partial sequence	gi_265678710_Streptococcus_devriesei
265678434	ncbi	Streptococcus_intermedius			NR_028736.1	strain 1877 16S ribosomal RNA, partial sequence	gi_265678529_Streptococcus_sinensis
265678364	ncbi	Streptococcus_gordonii			NR_028666.1	strain SK3 16S ribosomal RNA, partial sequence	gi_265678434_Streptococcus_intermedius
265678363	ncbi	Streptococcus_pneumoniae			NR_028665.1	strain ATCC 33400 16S ribosomal RNA, partial sequence	gi_265678364_Streptococcus_gordonii
265678362	ncbi	Streptococcus_mitis			NR_028664.1	strain NS51 16S ribosomal RNA, partial sequence	gi_265678363_Streptococcus_pneumoniae
265678297	ncbi	Streptococcus_pyogenes			NR_028598.1	strain I-273 16S ribosomal RNA, partial sequence	gi_265678362_Streptococcus_mitis
228715345	ncbi	Streptococcus_dysgalactiae			NR_027517.1	strain ATCC 43078 16S ribosomal RNA, partial sequence	gi_265678297_Streptococcus_pyogenes
219878377	ncbi	Streptococcus_ratti			NR_025516.1	strain ATCC 19645 16S ribosomal RNA, partial sequence	gi_228715345_Streptococcus_dysgalactiae
219878361	ncbi	Streptococcus_entericus			NR_025500.1	strain CECT 5353 16S ribosomal RNA, partial sequence	gi_219878377_Streptococcus_ratti
219878314	ncbi	Streptococcus_gallinaceus			NR_025453.1	strain CCUG 42692 16S ribosomal RNA, partial sequence	gi_219878361_Streptococcus_entericus
219857560	ncbi	Streptococcus_iniae			NR_025148.1	strain ATCC 29178 16S ribosomal RNA, partial sequence	gi_219878314_Streptococcus_gallinaceus
219857448	ncbi	Streptococcus_didelphis			NR_025036.1	strain W94-11374-1 16S ribosomal RNA, partial sequence	gi_219857560_Streptococcus_iniae
219857386	ncbi	Streptococcus_orisratti			NR_024974.1	strain A63 16S ribosomal RNA, partial sequence	gi_219857448_Streptococcus_didelphis
219856815	ncbi	Streptococcus_porcinus			NR_024634.1	strain 176 16S ribosomal RNA, partial sequence	gi_219857386_Streptococcus_orisratti
219856814	ncbi	Streptococcus_canis			NR_024633.1	strain STR T1 16S ribosomal RNA, partial sequence	gi_219856815_Streptococcus_porcinus
219846879	ncbi	Streptococcus_ovis			NR_026471.1	strain S369-98-1 16S ribosomal RNA, partial sequence	gi_219856814_Streptococcus_canis
219846776	ncbi	Streptococcus_thoraltensis			NR_026368.1	strain S69 16S ribosomal RNA, partial sequence	gi_219846879_Streptococcus_ovis
219846139	ncbi	Streptococcus_minor			NR_025729.1	strain ON59 16S ribosomal RNA, partial sequence	gi_219846776_Streptococcus_thoraltensis
