name	type	label	passes	num_identical	note	strain_name	label_w_strain_name
219846040	ncbi	Streptococcus_marimammalium			NR_025630.1	strain M54/01/1 16S ribosomal RNA, partial sequence	gi_219846139_Streptococcus_minor
1269847384	ncbi	Streptococcus_anginosus			NR_041722.2	SK52 = DSM 20563 16S ribosomal RNA, complete sequence	gi_219846040_Streptococcus_marimammalium
343201326	ncbi	Streptococcus_equinus			NR_042052.1	ATCC 9812 16S ribosomal RNA, partial sequence	gi_1269847384_Streptococcus_anginosus
343200134	ncbi	Streptococcus_agalactiae			NR_040821.1	ATCC 13813 strain JCM 5671 16S ribosomal RNA, partial sequence	gi_343201326_Streptococcus_equinus
310975072	ncbi	Streptococcus_australis			NR_036936.1	strain AI-1 16S ribosomal RNA, partial sequence	gi_343200134_Streptococcus_agalactiae
219878470	ncbi	Streptococcus_equi			NR_025609.1	subsp. ruminatorum CECT 5772 16S ribosomal RNA, partial sequence	gi_310975072_Streptococcus_australis
m54257_210914_210835/4587786/ccs	pacbio	1558	46.0	14957.0			gi_219878470_Streptococcus_equi
m54257_210915_072622/4456783/ccs	pacbio	1068	49.0	6958.0			m54257_210914_210835/4587786/ccs_1558
m54257_210914_041224/4195024/ccs	pacbio	1135	49.0	4177.0			m54257_210915_072622/4456783/ccs_1068
m54257_210915_072622/11600428/ccs	pacbio	1068	60.0	2551.0			m54257_210914_041224/4195024/ccs_1135
m54257_210414_133237/30409100/ccs	pacbio	uid_375649	21.0	2043.0			m54257_210915_072622/11600428/ccs_1068
m54257_210913_175418/4194410/ccs	pacbio	1332	47.0	1626.0			m54257_210414_133237/30409100/ccs_uid_375649
m54257_210414_133237/11272553/ccs	pacbio	uid_375699	10.0	1410.0			m54257_210913_175418/4194410/ccs_1332
m54257_210914_041224/4259993/ccs	pacbio	1135	55.0	1201.0			m54257_210414_133237/11272553/ccs_uid_375699
m54257_210914_210835/4981544/ccs	pacbio	1558	49.0	1158.0			m54257_210914_041224/4259993/ccs_1135
m54257_210914_210835/29294790/ccs	pacbio	80	49.0	1043.0			m54257_210914_210835/4981544/ccs_1558
m54257_210914_041224/4194723/ccs	pacbio	1135	60.0	1021.0			m54257_210914_210835/29294790/ccs_80
m54257_210914_041224/9699512/ccs	pacbio	1606	49.0	774.0			m54257_210914_041224/4194723/ccs_1135
m54257_210914_210835/11272733/ccs	pacbio	1068	49.0	762.0			m54257_210914_041224/9699512/ccs_1606
m54257_210913_175418/26017996/ccs	pacbio	1010	36.0	653.0			m54257_210914_210835/11272733/ccs_1068
m54257_210915_072622/14484061/ccs	pacbio	1068	19.0	632.0			m54257_210913_175418/26017996/ccs_1010
m54257_210414_133237/4194770/ccs	pacbio	uid_375712	26.0	618.0			m54257_210915_072622/14484061/ccs_1068
m54257_210425_012457/4391463/ccs	pacbio	uid_375747	53.0	567.0			m54257_210414_133237/4194770/ccs_uid_375712
m54257_210914_210835/4916034/ccs	pacbio	1558	37.0	534.0			m54257_210425_012457/4391463/ccs_uid_375747
m54257_210414_133237/4391667/ccs	pacbio	uid_375733	16.0	515.0			m54257_210914_210835/4916034/ccs_1558
m54257_210915_072622/68616779/ccs	pacbio	257	41.0	514.0			m54257_210414_133237/4391667/ccs_uid_375733
m54257_210914_041224/4391567/ccs	pacbio	916	32.0	493.0			m54257_210915_072622/68616779/ccs_257
m54257_210425_012457/4260792/ccs	pacbio	uid_375800	11.0	477.0			m54257_210914_041224/4391567/ccs_916
m54257_210425_012457/4850573/ccs	pacbio	uid_375766	43.0	474.0			m54257_210425_012457/4260792/ccs_uid_375800
m54257_210425_012457/11534433/ccs	pacbio	uid_375800	54.0	421.0			m54257_210425_012457/4850573/ccs_uid_375766
m54257_210414_133237/4195018/ccs	pacbio	uid_375716	20.0	414.0			m54257_210425_012457/11534433/ccs_uid_375800
m54257_210414_133237/4391460/ccs	pacbio	uid_375733	21.0	405.0			m54257_210414_133237/4195018/ccs_uid_375716
m54257_210914_041224/4522960/ccs	pacbio	1281	15.0	372.0			m54257_210414_133237/4391460/ccs_uid_375733
m54257_210425_012457/4194777/ccs	pacbio	uid_375739	21.0	331.0			m54257_210914_041224/4522960/ccs_1281
m54257_210914_041224/4260086/ccs	pacbio	1135	20.0	319.0			m54257_210425_012457/4194777/ccs_uid_375739
m54257_210913_175418/4391135/ccs	pacbio	1313	36.0	315.0			m54257_210914_041224/4260086/ccs_1135
m54257_210914_041224/4653614/ccs	pacbio	1135	46.0	301.0			m54257_210913_175418/4391135/ccs_1313
m54257_210425_012457/12255862/ccs	pacbio	uid_375818	62.0	291.0			m54257_210914_041224/4653614/ccs_1135
m54257_210914_041224/4522346/ccs	pacbio	916	13.0	285.0			m54257_210425_012457/12255862/ccs_uid_375818
m54257_210915_072622/31129702/ccs	pacbio	1068	46.0	279.0			m54257_210914_041224/4522346/ccs_916
m54257_210414_133237/4325869/ccs	pacbio	uid_375726	18.0	279.0			m54257_210915_072622/31129702/ccs_1068
m54257_210914_210835/12714175/ccs	pacbio	1558	58.0	279.0			m54257_210414_133237/4325869/ccs_uid_375726
m54257_210425_012457/4456762/ccs	pacbio	uid_375794	16.0	276.0			m54257_210914_210835/12714175/ccs_1558
m54257_210425_012457/4260235/ccs	pacbio	uid_375794	34.0	271.0			m54257_210425_012457/4456762/ccs_uid_375794
m54257_210914_041224/4325978/ccs	pacbio	1135	34.0	263.0			m54257_210425_012457/4260235/ccs_uid_375794
m54257_210915_072622/11535091/ccs	pacbio	1597	29.0	251.0			m54257_210914_041224/4325978/ccs_1135
m54257_210425_012457/4325576/ccs	pacbio	uid_375794	57.0	239.0			m54257_210915_072622/11535091/ccs_1597
m54257_210914_041224/16581022/ccs	pacbio	1135	16.0	215.0			m54257_210425_012457/4325576/ccs_uid_375794
m54257_210914_041224/4850297/ccs	pacbio	1135	63.0	214.0			m54257_210914_041224/16581022/ccs_1135
m54257_210414_133237/4260253/ccs	pacbio	uid_375721	23.0	208.0			m54257_210914_041224/4850297/ccs_1135
m54257_210914_210835/47383287/ccs	pacbio	2072	25.0	207.0			m54257_210414_133237/4260253/ccs_uid_375721
m54257_210914_041224/14615132/ccs	pacbio	1133	20.0	205.0			m54257_210914_210835/47383287/ccs_2072
m54257_210914_210835/44630843/ccs	pacbio	1558	14.0	202.0			m54257_210914_041224/14615132/ccs_1133
m54257_210914_041224/11469300/ccs	pacbio	1135	23.0	177.0			m54257_210914_210835/44630843/ccs_1558
m54257_210914_041224/4784600/ccs	pacbio	1135	52.0	176.0			m54257_210914_041224/11469300/ccs_1135
m54257_210914_041224/4522224/ccs	pacbio	1135	30.0	174.0			m54257_210914_041224/4784600/ccs_1135
m54257_210425_012457/4260025/ccs	pacbio	uid_375816	16.0	173.0			m54257_210914_041224/4522224/ccs_1135
m54257_210914_041224/22283174/ccs	pacbio	1135	36.0	172.0			m54257_210425_012457/4260025/ccs_uid_375816
m54257_210914_041224/18285204/ccs	pacbio	1135	26.0	172.0			m54257_210914_041224/22283174/ccs_1135
m54257_210913_175418/4587773/ccs	pacbio	1973	23.0	166.0			m54257_210914_041224/18285204/ccs_1135
m54257_210915_072622/13828783/ccs	pacbio	1068	64.0	164.0			m54257_210913_175418/4587773/ccs_1973
m54257_210914_041224/54067687/ccs	pacbio	1135	38.0	158.0			m54257_210915_072622/13828783/ccs_1068
m54257_210914_041224/18612816/ccs	pacbio	1135	12.0	156.0			m54257_210914_041224/54067687/ccs_1135
m54257_210914_041224/4719571/ccs	pacbio	1135	58.0	153.0			m54257_210914_041224/18612816/ccs_1135
m54257_210915_072622/20644097/ccs	pacbio	1068	9.0	151.0			m54257_210914_041224/4719571/ccs_1135
m54257_210425_012457/4326031/ccs	pacbio	uid_375747	55.0	146.0			m54257_210915_072622/20644097/ccs_1068
m54257_210425_012457/4457027/ccs	pacbio	uid_375800	21.0	144.0			m54257_210425_012457/4326031/ccs_uid_375747
m54257_210914_210835/43647910/ccs	pacbio	1558	66.0	134.0			m54257_210425_012457/4457027/ccs_uid_375800
m54257_210914_041224/17301791/ccs	pacbio	1135	71.0	130.0			m54257_210914_210835/43647910/ccs_1558
m54257_210914_041224/4326027/ccs	pacbio	1135	51.0	126.0			m54257_210914_041224/17301791/ccs_1135
m54257_210914_210835/23659360/ccs	pacbio	1068	51.0	109.0			m54257_210914_041224/4326027/ccs_1135
m54257_210914_041224/4850050/ccs	pacbio	1928	57.0	107.0			m54257_210914_210835/23659360/ccs_1068
m54257_210913_175418/22938241/ccs	pacbio	1740	10.0	105.0			m54257_210914_041224/4850050/ccs_1928
m54257_210414_133237/4456884/ccs	pacbio	uid_375716	8.0	101.0			m54257_210913_175418/22938241/ccs_1740
m54257_210915_072622/35782731/ccs	pacbio	1068	47.0	100.0			m54257_210414_133237/4456884/ccs_uid_375716
m54257_210915_072622/14287821/ccs	pacbio	1068	58.0	100.0			m54257_210915_072622/35782731/ccs_1068
m54257_210425_012457/11862246/ccs	pacbio	uid_375813	33.0	99.0			m54257_210915_072622/14287821/ccs_1068
m54257_210913_175418/24117382/ccs	pacbio	1281	46.0	98.0			m54257_210425_012457/11862246/ccs_uid_375813
m54257_210914_041224/15794743/ccs	pacbio	1135	50.0	97.0			m54257_210913_175418/24117382/ccs_1281
m54257_210914_041224/34669290/ccs	pacbio	1135	20.0	97.0			m54257_210914_041224/15794743/ccs_1135
m54257_210914_041224/11600574/ccs	pacbio	1135	20.0	92.0			m54257_210914_041224/34669290/ccs_1135
m54257_210915_072622/4587832/ccs	pacbio	1068	26.0	91.0			m54257_210914_041224/11600574/ccs_1135
m54257_210914_041224/4391587/ccs	pacbio	1135	37.0	91.0			m54257_210915_072622/4587832/ccs_1068
m54257_210914_041224/29295572/ccs	pacbio	1148	57.0	90.0			m54257_210914_041224/4391587/ccs_1135
m54257_210914_210835/21758745/ccs	pacbio	1558	38.0	88.0			m54257_210914_041224/29295572/ccs_1148
m54257_210913_175418/4915848/ccs	pacbio	1332	41.0	86.0			m54257_210914_210835/21758745/ccs_1558
m54257_210914_210835/4653429/ccs	pacbio	1435	32.0	82.0			m54257_210913_175418/4915848/ccs_1332
m54257_210414_133237/11534535/ccs	pacbio	uid_375716	14.0	82.0			m54257_210914_210835/4653429/ccs_1435
m54257_210913_175418/35914547/ccs	pacbio	1550	39.0	81.0			m54257_210414_133237/11534535/ccs_uid_375716
m54257_210425_012457/11403569/ccs	pacbio	uid_375816	18.0	81.0			m54257_210913_175418/35914547/ccs_1550
m54257_210414_133237/4260730/ccs	pacbio	uid_375703	22.0	80.0			m54257_210425_012457/11403569/ccs_uid_375816
m54257_210913_175418/17957156/ccs	pacbio	1550	19.0	79.0			m54257_210414_133237/4260730/ccs_uid_375703
m54257_210914_041224/15860262/ccs	pacbio	1135	22.0	78.0			m54257_210913_175418/17957156/ccs_1550
m54257_210914_041224/12649091/ccs	pacbio	1135	44.0	76.0			m54257_210914_041224/15860262/ccs_1135
m54257_210913_175418/30671049/ccs	pacbio	1471	12.0	75.0			m54257_210914_041224/12649091/ccs_1135
m54257_210425_012457/13763104/ccs	pacbio	uid_375800	23.0	75.0			m54257_210913_175418/30671049/ccs_1471
m54257_210914_210835/4260186/ccs	pacbio	1327	32.0	75.0			m54257_210425_012457/13763104/ccs_uid_375800
m54257_210414_133237/11272730/ccs	pacbio	uid_375703	49.0	74.0			m54257_210914_210835/4260186/ccs_1327
m54257_210914_210835/11796921/ccs	pacbio	1558	55.0	73.0			m54257_210414_133237/11272730/ccs_uid_375703
m54257_210425_012457/4784810/ccs	pacbio	uid_375757	58.0	72.0			m54257_210914_210835/11796921/ccs_1558
m54257_210914_041224/13435759/ccs	pacbio	1135	39.0	72.0			m54257_210425_012457/4784810/ccs_uid_375757
m54257_210914_210835/11928526/ccs	pacbio	1243	68.0	71.0			m54257_210914_041224/13435759/ccs_1135
m54257_210414_133237/12452527/ccs	pacbio	uid_375699	25.0	71.0			m54257_210914_210835/11928526/ccs_1243
m54257_210914_041224/12255994/ccs	pacbio	1135	35.0	70.0			m54257_210414_133237/12452527/ccs_uid_375699
m54257_210914_041224/11731036/ccs	pacbio	1135	19.0	70.0			m54257_210914_041224/12255994/ccs_1135
m54257_210915_072622/64226013/ccs	pacbio	257	22.0	70.0			m54257_210914_041224/11731036/ccs_1135
m54257_210425_012457/11731878/ccs	pacbio	uid_375800	73.0	69.0			m54257_210915_072622/64226013/ccs_257
m54257_210914_210835/27722141/ccs	pacbio	1068	43.0	66.0			m54257_210425_012457/11731878/ccs_uid_375800
m54257_210425_012457/4849786/ccs	pacbio	uid_375747	37.0	64.0			m54257_210914_210835/27722141/ccs_1068
m54257_210913_175418/4915305/ccs	pacbio	1740	48.0	64.0			m54257_210425_012457/4849786/ccs_uid_375747
m54257_210914_041224/12517743/ccs	pacbio	1135	35.0	64.0			m54257_210913_175418/4915305/ccs_1740
m54257_210914_210835/30606032/ccs	pacbio	1558	29.0	62.0			m54257_210914_041224/12517743/ccs_1135
m54257_210913_175418/45941702/ccs	pacbio	1550	24.0	62.0			m54257_210914_210835/30606032/ccs_1558
m54257_210914_041224/4194466/ccs	pacbio	1135	62.0	62.0			m54257_210913_175418/45941702/ccs_1550
m54257_210914_041224/4850168/ccs	pacbio	1135	20.0	62.0			m54257_210914_041224/4194466/ccs_1135
m54257_210914_041224/16646386/ccs	pacbio	1135	21.0	61.0			m54257_210914_041224/4850168/ccs_1135
m54257_210913_175418/11599970/ccs	pacbio	1332	50.0	61.0			m54257_210914_041224/16646386/ccs_1135
m54257_210914_210835/13763107/ccs	pacbio	1435	20.0	60.0			m54257_210913_175418/11599970/ccs_1332
m54257_210914_041224/30212423/ccs	pacbio	1139	12.0	59.0			m54257_210914_210835/13763107/ccs_1435
m54257_210914_041224/18350513/ccs	pacbio	1135	25.0	58.0			m54257_210914_041224/30212423/ccs_1139
m54257_210914_210835/36897183/ccs	pacbio	1558	24.0	58.0			m54257_210914_041224/18350513/ccs_1135
m54257_210914_210835/12452324/ccs	pacbio	1447	10.0	56.0			m54257_210914_210835/36897183/ccs_1558
m54257_210425_181849/5767429/ccs	pacbio	uid_375753	22.0	56.0			m54257_210914_210835/12452324/ccs_1447
m54257_210913_175418/19989009/ccs	pacbio	1135	34.0	56.0			m54257_210425_181849/5767429/ccs_uid_375753
m54257_210425_012457/12124816/ccs	pacbio	uid_375805	13.0	56.0			m54257_210913_175418/19989009/ccs_1135
m54257_210914_041224/19792195/ccs	pacbio	1135	31.0	55.0			m54257_210425_012457/12124816/ccs_uid_375805
m54257_210914_041224/16712222/ccs	pacbio	1135	23.0	54.0			m54257_210914_041224/19792195/ccs_1135
m54257_210914_041224/63243222/ccs	pacbio	1135	52.0	54.0			m54257_210914_041224/16712222/ccs_1135
m54257_210914_210835/4981168/ccs	pacbio	1435	13.0	54.0			m54257_210914_041224/63243222/ccs_1135
m54257_210914_210835/47383226/ccs	pacbio	1447	31.0	54.0			m54257_210914_210835/4981168/ccs_1435
m54257_210914_041224/8520013/ccs	pacbio	1074	20.0	53.0			m54257_210914_210835/47383226/ccs_1447
m54257_210914_041224/14549767/ccs	pacbio	1313	39.0	52.0			m54257_210914_041224/8520013/ccs_1074
m54257_210914_210835/19202160/ccs	pacbio	1702	16.0	51.0			m54257_210914_041224/14549767/ccs_1313
m54257_210913_175418/15139277/ccs	pacbio	1262	36.0	51.0			m54257_210914_210835/19202160/ccs_1702
m54257_210425_012457/12321418/ccs	pacbio	uid_375794	18.0	51.0			m54257_210913_175418/15139277/ccs_1262
m54257_210913_175418/12583204/ccs	pacbio	1973	32.0	50.0			m54257_210425_012457/12321418/ccs_uid_375794
m54257_210914_041224/4653587/ccs	pacbio	1135	20.0	50.0			m54257_210913_175418/12583204/ccs_1973
m54257_210425_012457/14614901/ccs	pacbio	uid_375779	13.0	49.0			m54257_210914_041224/4653587/ccs_1135
m54257_210914_210835/11403621/ccs	pacbio	2054	53.0	49.0			m54257_210425_012457/14614901/ccs_uid_375779
m54257_210914_210835/32112883/ccs	pacbio	202	13.0	49.0			m54257_210914_210835/11403621/ccs_2054
m54257_210425_012457/16253780/ccs	pacbio	uid_375747	18.0	48.0			m54257_210914_210835/32112883/ccs_202
m54257_210914_210835/12321706/ccs	pacbio	1746	62.0	48.0			m54257_210425_012457/16253780/ccs_uid_375747
m54257_210414_133237/4588473/ccs	pacbio	uid_375733	44.0	47.0			m54257_210914_210835/12321706/ccs_1746
m54257_210414_133237/22938048/ccs	pacbio	uid_375699	55.0	45.0			m54257_210414_133237/4588473/ccs_uid_375733
m54257_210914_041224/13238420/ccs	pacbio	1135	33.0	45.0			m54257_210414_133237/22938048/ccs_uid_375699
m54257_210914_210835/17432992/ccs	pacbio	1435	41.0	45.0			m54257_210914_041224/13238420/ccs_1135
m54257_210913_175418/12976919/ccs	pacbio	1740	15.0	45.0			m54257_210914_210835/17432992/ccs_1435
m54257_210914_210835/18809617/ccs	pacbio	80	13.0	45.0			m54257_210913_175418/12976919/ccs_1740
m54257_210914_041224/4915389/ccs	pacbio	1135	55.0	45.0			m54257_210914_210835/18809617/ccs_80
m54257_210414_133237/4588312/ccs	pacbio	uid_375716	65.0	45.0			m54257_210914_041224/4915389/ccs_1135
m54257_210914_210835/47120476/ccs	pacbio	1327	17.0	45.0			m54257_210414_133237/4588312/ccs_uid_375716
m54257_210915_072622/23527692/ccs	pacbio	1099	35.0	44.0			m54257_210914_210835/47120476/ccs_1327
m54257_210414_133237/12190176/ccs	pacbio	uid_375659	23.0	44.0			m54257_210915_072622/23527692/ccs_1099
m54257_210913_175418/25625307/ccs	pacbio	1262	18.0	44.0			m54257_210414_133237/12190176/ccs_uid_375659
m54257_210913_175418/4915900/ccs	pacbio	1332	37.0	44.0			m54257_210913_175418/25625307/ccs_1262
m54257_210914_041224/12386753/ccs	pacbio	916	27.0	44.0			m54257_210913_175418/4915900/ccs_1332
m54257_210914_041224/4588008/ccs	pacbio	1135	16.0	44.0			m54257_210914_041224/12386753/ccs_916
m54257_210914_041224/14549572/ccs	pacbio	1135	52.0	44.0			m54257_210914_041224/4588008/ccs_1135
m54257_210914_041224/14418612/ccs	pacbio	1135	63.0	43.0			m54257_210914_041224/14549572/ccs_1135
m54257_210425_012457/11337829/ccs	pacbio	uid_375746	41.0	43.0			m54257_210914_041224/14418612/ccs_1135
m54257_210914_041224/11469264/ccs	pacbio	1135	21.0	43.0			m54257_210425_012457/11337829/ccs_uid_375746
m54257_210914_041224/14680634/ccs	pacbio	1135	47.0	43.0			m54257_210914_041224/11469264/ccs_1135
m54257_210914_210835/4195201/ccs	pacbio	1327	15.0	43.0			m54257_210914_041224/14680634/ccs_1135
m54257_210914_210835/11993435/ccs	pacbio	1327	49.0	43.0			m54257_210914_210835/4195201/ccs_1327
m54257_210915_072622/14418443/ccs	pacbio	11	48.0	42.0			m54257_210914_210835/11993435/ccs_1327
m54257_210913_175418/4915636/ccs	pacbio	1973	26.0	42.0			m54257_210915_072622/14418443/ccs_11
m54257_210414_133237/15007984/ccs	pacbio	uid_375726	58.0	42.0			m54257_210913_175418/4915636/ccs_1973
m54257_210915_072622/4981236/ccs	pacbio	1558	49.0	41.0			m54257_210414_133237/15007984/ccs_uid_375726
m54257_210914_210835/52822926/ccs	pacbio	80	19.0	40.0			m54257_210915_072622/4981236/ccs_1558
m54257_210414_133237/13108192/ccs	pacbio	uid_375716	18.0	39.0			m54257_210914_210835/52822926/ccs_80
m54257_210914_210835/17433592/ccs	pacbio	2054	45.0	39.0			m54257_210414_133237/13108192/ccs_uid_375716
m54257_210914_041224/34537974/ccs	pacbio	1298	37.0	39.0			m54257_210914_210835/17433592/ccs_2054
m54257_210425_012457/18219602/ccs	pacbio	uid_375747	13.0	38.0			m54257_210914_041224/34537974/ccs_1298
m54257_210914_041224/38339477/ccs	pacbio	1135	59.0	37.0			m54257_210425_012457/18219602/ccs_uid_375747
m54257_210425_012457/12583192/ccs	pacbio	uid_375747	18.0	37.0			m54257_210914_041224/38339477/ccs_1135
m54257_210913_175418/12583126/ccs	pacbio	1332	28.0	37.0			m54257_210425_012457/12583192/ccs_uid_375747
m54257_210914_210835/27460111/ccs	pacbio	1483	27.0	36.0			m54257_210913_175418/12583126/ccs_1332
m54257_210425_012457/22217194/ccs	pacbio	uid_375800	42.0	36.0			m54257_210914_210835/27460111/ccs_1483
m54257_210414_133237/11206796/ccs	pacbio	uid_375733	52.0	36.0			m54257_210425_012457/22217194/ccs_uid_375800
m54257_210425_012457/14091001/ccs	pacbio	uid_375743	23.0	35.0			m54257_210414_133237/11206796/ccs_uid_375733
m54257_210913_175418/37945699/ccs	pacbio	1305	33.0	35.0			m54257_210425_012457/14091001/ccs_uid_375743
m54257_210914_210835/17039634/ccs	pacbio	1746	41.0	35.0			m54257_210913_175418/37945699/ccs_1305
m54257_210914_210835/15598376/ccs	pacbio	1068	23.0	35.0			m54257_210914_210835/17039634/ccs_1746
m54257_210425_012457/11797347/ccs	pacbio	uid_375796	73.0	35.0			m54257_210914_210835/15598376/ccs_1068
m54257_210425_012457/11600822/ccs	pacbio	uid_375791	57.0	34.0			m54257_210425_012457/11797347/ccs_uid_375796
m54257_210425_012457/13632220/ccs	pacbio	uid_375751	19.0	34.0			m54257_210425_012457/11600822/ccs_uid_375791
m54257_210914_041224/4391672/ccs	pacbio	160	19.0	34.0			m54257_210425_012457/13632220/ccs_uid_375751
m54257_210914_041224/35193522/ccs	pacbio	1135	13.0	34.0			m54257_210914_041224/4391672/ccs_160
m54257_210425_012457/12387060/ccs	pacbio	uid_375803	24.0	33.0			m54257_210914_041224/35193522/ccs_1135
m54257_210914_210835/25756096/ccs	pacbio	1068	44.0	33.0			m54257_210425_012457/12387060/ccs_uid_375803
m54257_210414_133237/12779758/ccs	pacbio	uid_375659	10.0	33.0			m54257_210914_210835/25756096/ccs_1068
m54257_210914_210835/17957030/ccs	pacbio	2054	39.0	33.0			m54257_210414_133237/12779758/ccs_uid_375659
m54257_210913_175418/13369559/ccs	pacbio	1550	38.0	33.0			m54257_210914_210835/17957030/ccs_2054
m54257_210914_041224/41418936/ccs	pacbio	1135	49.0	33.0			m54257_210913_175418/13369559/ccs_1550
m54257_210913_175418/23790455/ccs	pacbio	2252	37.0	33.0			m54257_210914_041224/41418936/ccs_1135
m54257_210915_072622/72942519/ccs	pacbio	1068	18.0	33.0			m54257_210913_175418/23790455/ccs_2252
m54257_210914_210835/21561728/ccs	pacbio	2314	28.0	33.0			m54257_210915_072622/72942519/ccs_1068
m54257_210913_175418/30868011/ccs	pacbio	1313	27.0	33.0			m54257_210914_210835/21561728/ccs_2314
m54257_210914_210835/42009053/ccs	pacbio	169	59.0	32.0			m54257_210913_175418/30868011/ccs_1313
m54257_210425_012457/4654046/ccs	pacbio	uid_375790	36.0	32.0			m54257_210914_210835/42009053/ccs_169
m54257_210914_041224/11535241/ccs	pacbio	1928	70.0	32.0			m54257_210425_012457/4654046/ccs_uid_375790
m54257_210914_210835/15794281/ccs	pacbio	1435	39.0	32.0			m54257_210914_041224/11535241/ccs_1928
m54257_210913_175418/67633876/ccs	pacbio	1740	9.0	32.0			m54257_210914_210835/15794281/ccs_1435
m54257_210913_175418/18481624/ccs	pacbio	1313	13.0	32.0			m54257_210913_175418/67633876/ccs_1740
m54257_210914_210835/22741891/ccs	pacbio	1068	56.0	32.0			m54257_210913_175418/18481624/ccs_1313
m54257_210914_041224/4850498/ccs	pacbio	1135	52.0	32.0			m54257_210914_210835/22741891/ccs_1068
m54257_210425_012457/17563814/ccs	pacbio	uid_375800	26.0	32.0			m54257_210914_041224/4850498/ccs_1135
m54257_210425_012457/18809556/ccs	pacbio	uid_375753	18.0	31.0			m54257_210425_012457/17563814/ccs_uid_375800
m54257_210914_041224/4326046/ccs	pacbio	160	19.0	31.0			m54257_210425_012457/18809556/ccs_uid_375753
m54257_210914_041224/12321356/ccs	pacbio	1135	38.0	31.0			m54257_210914_041224/4326046/ccs_160
m54257_210914_210835/23659372/ccs	pacbio	1558	15.0	31.0			m54257_210914_041224/12321356/ccs_1135
m54257_210914_041224/20513680/ccs	pacbio	1135	45.0	30.0			m54257_210914_210835/23659372/ccs_1558
m54257_210914_041224/16973979/ccs	pacbio	1606	38.0	29.0			m54257_210914_041224/20513680/ccs_1135
m54257_210425_012457/14090334/ccs	pacbio	uid_375800	48.0	29.0			m54257_210914_041224/16973979/ccs_1606
m54257_210913_175418/25756105/ccs	pacbio	1262	34.0	29.0			m54257_210425_012457/14090334/ccs_uid_375800
m54257_210914_041224/16253663/ccs	pacbio	1135	33.0	29.0			m54257_210913_175418/25756105/ccs_1262
m54257_210914_210835/12255656/ccs	pacbio	1746	54.0	29.0			m54257_210914_041224/16253663/ccs_1135
m54257_210914_210835/4325607/ccs	pacbio	1435	65.0	29.0			m54257_210914_210835/12255656/ccs_1746
m54257_210914_041224/19268532/ccs	pacbio	1606	71.0	29.0			m54257_210914_210835/4325607/ccs_1435
m54257_210914_041224/15073787/ccs	pacbio	1135	33.0	29.0			m54257_210914_041224/19268532/ccs_1606
m54257_210914_210835/20971590/ccs	pacbio	1558	19.0	28.0			m54257_210914_041224/15073787/ccs_1135
m54257_210914_041224/12714908/ccs	pacbio	1135	47.0	28.0			m54257_210914_210835/20971590/ccs_1558
m54257_210914_210835/69402990/ccs	pacbio	1243	45.0	28.0			m54257_210914_041224/12714908/ccs_1135
m54257_210425_012457/23199991/ccs	pacbio	uid_375800	60.0	28.0			m54257_210914_210835/69402990/ccs_1243
m54257_210414_133237/4194976/ccs	pacbio	uid_375733	59.0	28.0			m54257_210425_012457/23199991/ccs_uid_375800
m54257_210914_041224/16909057/ccs	pacbio	1135	21.0	28.0			m54257_210414_133237/4194976/ccs_uid_375733
m54257_210425_012457/14876928/ccs	pacbio	uid_375818	38.0	28.0			m54257_210914_041224/16909057/ccs_1135
m54257_210914_041224/31392507/ccs	pacbio	1135	23.0	28.0			m54257_210425_012457/14876928/ccs_uid_375818
m54257_210425_012457/22413778/ccs	pacbio	uid_375791	17.0	28.0			m54257_210914_041224/31392507/ccs_1135
m54257_210913_175418/11797168/ccs	pacbio	1313	22.0	27.0			m54257_210425_012457/22413778/ccs_uid_375791
m54257_210913_175418/21824479/ccs	pacbio	1162	23.0	27.0			m54257_210913_175418/11797168/ccs_1313
m54257_210914_041224/12714248/ccs	pacbio	1135	39.0	27.0			m54257_210913_175418/21824479/ccs_1162
m54257_210915_072622/14222310/ccs	pacbio	1068	51.0	27.0			m54257_210914_041224/12714248/ccs_1135
m54257_210915_072622/5243775/ccs	pacbio	1068	13.0	27.0			m54257_210915_072622/14222310/ccs_1068
m54257_210414_133237/15008388/ccs	pacbio	uid_375716	18.0	27.0			m54257_210915_072622/5243775/ccs_1068
m54257_210914_210835/73007898/ccs	pacbio	1558	10.0	27.0			m54257_210414_133237/15008388/ccs_uid_375716
m54257_210913_175418/15008325/ccs	pacbio	1740	19.0	26.0			m54257_210914_210835/73007898/ccs_1558
m54257_210914_041224/14811862/ccs	pacbio	1135	59.0	26.0			m54257_210913_175418/15008325/ccs_1740
m54257_210914_041224/52363671/ccs	pacbio	1831	45.0	26.0			m54257_210914_041224/14811862/ccs_1135
m54257_210913_175418/4326196/ccs	pacbio	1740	25.0	25.0			m54257_210914_041224/52363671/ccs_1831
m54257_210425_012457/23397057/ccs	pacbio	uid_375747	47.0	25.0			m54257_210913_175418/4326196/ccs_1740
m54257_210914_210835/38404414/ccs	pacbio	1447	40.0	25.0			m54257_210425_012457/23397057/ccs_uid_375747
m54257_210913_175418/39387322/ccs	pacbio	1313	29.0	25.0			m54257_210914_210835/38404414/ccs_1447
m54257_210914_210835/22347988/ccs	pacbio	1068	26.0	25.0			m54257_210913_175418/39387322/ccs_1313
m54257_210414_133237/12649346/ccs	pacbio	uid_375685	17.0	24.0			m54257_210914_210835/22347988/ccs_1068
